id,name,height,weight,base_experience,types,abilities,stats
451,skorupi,8,120,66,"['poison', 'bug']","['battle-armor', 'sniper', 'keen-eye']","{'hp': 40, 'attack': 50, 'defense': 90, 'special-attack': 30, 'special-defense': 55, 'speed': 65}"
452,drapion,13,615,175,"['poison', 'dark']","['battle-armor', 'sniper', 'keen-eye']","{'hp': 70, 'attack': 90, 'defense': 110, 'special-attack': 60, 'special-defense': 75, 'speed': 95}"
453,croagunk,7,230,60,"['poison', 'fighting']","['anticipation', 'dry-skin', 'poison-touch']","{'hp': 48, 'attack': 61, 'defense': 40, 'special-attack': 61, 'special-defense': 40, 'speed': 50}"
454,toxicroak,13,444,172,"['poison', 'fighting']","['anticipation', 'dry-skin', 'poison-touch']","{'hp': 83, 'attack': 106, 'defense': 65, 'special-attack': 86, 'special-defense': 65, 'speed': 85}"
455,carnivine,14,270,159,['grass'],['levitate'],"{'hp': 74, 'attack': 100, 'defense': 72, 'special-attack': 90, 'special-defense': 72, 'speed': 46}"
456,finneon,4,70,66,['water'],"['swift-swim', 'storm-drain', 'water-veil']","{'hp': 49, 'attack': 49, 'defense': 56, 'special-attack': 49, 'special-defense': 61, 'speed': 66}"
457,lumineon,12,240,161,['water'],"['swift-swim', 'storm-drain', 'water-veil']","{'hp': 69, 'attack': 69, 'defense': 76, 'special-attack': 69, 'special-defense': 86, 'speed': 91}"
458,mantyke,10,650,69,"['water', 'flying']","['swift-swim', 'water-absorb', 'water-veil']","{'hp': 45, 'attack': 20, 'defense': 50, 'special-attack': 60, 'special-defense': 120, 'speed': 50}"
459,snover,10,505,67,"['grass', 'ice']","['snow-warning', 'soundproof']","{'hp': 60, 'attack': 62, 'defense': 50, 'special-attack': 62, 'special-defense': 60, 'speed': 40}"
460,abomasnow,22,1355,173,"['grass', 'ice']","['snow-warning', 'soundproof']","{'hp': 90, 'attack': 92, 'defense': 75, 'special-attack': 92, 'special-defense': 85, 'speed': 60}"
461,weavile,11,340,179,"['dark', 'ice']","['pressure', 'pickpocket']","{'hp': 70, 'attack': 120, 'defense': 65, 'special-attack': 45, 'special-defense': 85, 'speed': 125}"
462,magnezone,12,1800,241,"['electric', 'steel']","['magnet-pull', 'sturdy', 'analytic']","{'hp': 70, 'attack': 70, 'defense': 115, 'special-attack': 130, 'special-defense': 90, 'speed': 60}"
463,lickilicky,17,1400,180,['normal'],"['own-tempo', 'oblivious', 'cloud-nine']","{'hp': 110, 'attack': 85, 'defense': 95, 'special-attack': 80, 'special-defense': 95, 'speed': 50}"
464,rhyperior,24,2828,241,"['ground', 'rock']","['lightning-rod', 'solid-rock', 'reckless']","{'hp': 115, 'attack': 140, 'defense': 130, 'special-attack': 55, 'special-defense': 55, 'speed': 40}"
465,tangrowth,20,1286,187,['grass'],"['chlorophyll', 'leaf-guard', 'regenerator']","{'hp': 100, 'attack': 100, 'defense': 125, 'special-attack': 110, 'special-defense': 50, 'speed': 50}"
466,electivire,18,1386,243,['electric'],"['motor-drive', 'vital-spirit']","{'hp': 75, 'attack': 123, 'defense': 67, 'special-attack': 95, 'special-defense': 85, 'speed': 95}"
467,magmortar,16,680,243,['fire'],"['flame-body', 'vital-spirit']","{'hp': 75, 'attack': 95, 'defense': 67, 'special-attack': 125, 'special-defense': 95, 'speed': 83}"
468,togekiss,15,380,245,"['fairy', 'flying']","['hustle', 'serene-grace', 'super-luck']","{'hp': 85, 'attack': 50, 'defense': 95, 'special-attack': 120, 'special-defense': 115, 'speed': 80}"
469,yanmega,19,515,180,"['bug', 'flying']","['speed-boost', 'tinted-lens', 'frisk']","{'hp': 86, 'attack': 76, 'defense': 86, 'special-attack': 116, 'special-defense': 56, 'speed': 95}"
470,leafeon,10,255,184,['grass'],"['leaf-guard', 'chlorophyll']","{'hp': 65, 'attack': 110, 'defense': 130, 'special-attack': 60, 'special-defense': 65, 'speed': 95}"
471,glaceon,8,259,184,['ice'],"['snow-cloak', 'ice-body']","{'hp': 65, 'attack': 60, 'defense': 110, 'special-attack': 130, 'special-defense': 95, 'speed': 65}"
472,gliscor,20,425,179,"['ground', 'flying']","['hyper-cutter', 'sand-veil', 'poison-heal']","{'hp': 75, 'attack': 95, 'defense': 125, 'special-attack': 45, 'special-defense': 75, 'speed': 95}"
473,mamoswine,25,2910,239,"['ice', 'ground']","['oblivious', 'snow-cloak', 'thick-fat']","{'hp': 110, 'attack': 130, 'defense': 80, 'special-attack': 70, 'special-defense': 60, 'speed': 80}"
474,porygon-z,9,340,241,['normal'],"['adaptability', 'download', 'analytic']","{'hp': 85, 'attack': 80, 'defense': 70, 'special-attack': 135, 'special-defense': 75, 'speed': 90}"
475,gallade,16,520,233,"['psychic', 'fighting']","['steadfast', 'sharpness', 'justified']","{'hp': 68, 'attack': 125, 'defense': 65, 'special-attack': 65, 'special-defense': 115, 'speed': 80}"
476,probopass,14,3400,184,"['rock', 'steel']","['sturdy', 'magnet-pull', 'sand-force']","{'hp': 60, 'attack': 55, 'defense': 145, 'special-attack': 75, 'special-defense': 150, 'speed': 40}"
477,dusknoir,22,1066,236,['ghost'],"['pressure', 'frisk']","{'hp': 45, 'attack': 100, 'defense': 135, 'special-attack': 65, 'special-defense': 135, 'speed': 45}"
478,froslass,13,266,168,"['ice', 'ghost']","['snow-cloak', 'cursed-body']","{'hp': 70, 'attack': 80, 'defense': 70, 'special-attack': 80, 'special-defense': 70, 'speed': 110}"
479,rotom,3,3,154,"['electric', 'ghost']",['levitate'],"{'hp': 50, 'attack': 50, 'defense': 77, 'special-attack': 95, 'special-defense': 77, 'speed': 91}"
480,uxie,3,3,261,['psychic'],['levitate'],"{'hp': 75, 'attack': 75, 'defense': 130, 'special-attack': 75, 'special-defense': 130, 'speed': 95}"
481,mesprit,3,3,261,['psychic'],['levitate'],"{'hp': 80, 'attack': 105, 'defense': 105, 'special-attack': 105, 'special-defense': 105, 'speed': 80}"
482,azelf,3,3,261,['psychic'],['levitate'],"{'hp': 75, 'attack': 125, 'defense': 70, 'special-attack': 125, 'special-defense': 70, 'speed': 115}"
483,dialga,54,6830,306,"['steel', 'dragon']","['pressure', 'telepathy']","{'hp': 100, 'attack': 120, 'defense': 120, 'special-attack': 150, 'special-defense': 100, 'speed': 90}"
484,palkia,42,3360,306,"['water', 'dragon']","['pressure', 'telepathy']","{'hp': 90, 'attack': 120, 'defense': 100, 'special-attack': 150, 'special-defense': 120, 'speed': 100}"
485,heatran,17,4300,270,"['fire', 'steel']","['flash-fire', 'flame-body']","{'hp': 91, 'attack': 90, 'defense': 106, 'special-attack': 130, 'special-defense': 106, 'speed': 77}"
486,regigigas,37,4200,302,['normal'],['slow-start'],"{'hp': 110, 'attack': 160, 'defense': 110, 'special-attack': 80, 'special-defense': 110, 'speed': 100}"
487,giratina-altered,45,7500,306,"['ghost', 'dragon']","['pressure', 'telepathy']","{'hp': 150, 'attack': 100, 'defense': 120, 'special-attack': 100, 'special-defense': 120, 'speed': 90}"
488,cresselia,15,856,270,['psychic'],['levitate'],"{'hp': 120, 'attack': 70, 'defense': 110, 'special-attack': 75, 'special-defense': 120, 'speed': 85}"
489,phione,4,31,216,['water'],['hydration'],"{'hp': 80, 'attack': 80, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 80}"
490,manaphy,3,14,270,['water'],['hydration'],"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}"
491,darkrai,15,505,270,['dark'],['bad-dreams'],"{'hp': 70, 'attack': 90, 'defense': 90, 'special-attack': 135, 'special-defense': 90, 'speed': 125}"
492,shaymin-land,2,21,270,['grass'],['natural-cure'],"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}"
493,arceus,32,3200,324,['normal'],['multitype'],"{'hp': 120, 'attack': 120, 'defense': 120, 'special-attack': 120, 'special-defense': 120, 'speed': 120}"
494,victini,4,40,270,"['psychic', 'fire']",['victory-star'],"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}"
495,snivy,6,81,62,['grass'],"['overgrow', 'contrary']","{'hp': 45, 'attack': 45, 'defense': 55, 'special-attack': 45, 'special-defense': 55, 'speed': 63}"
496,servine,8,160,145,['grass'],"['overgrow', 'contrary']","{'hp': 60, 'attack': 60, 'defense': 75, 'special-attack': 60, 'special-defense': 75, 'speed': 83}"
497,serperior,33,630,238,['grass'],"['overgrow', 'contrary']","{'hp': 75, 'attack': 75, 'defense': 95, 'special-attack': 75, 'special-defense': 95, 'speed': 113}"
498,tepig,5,99,62,['fire'],"['blaze', 'thick-fat']","{'hp': 65, 'attack': 63, 'defense': 45, 'special-attack': 45, 'special-defense': 45, 'speed': 45}"
499,pignite,10,555,146,"['fire', 'fighting']","['blaze', 'thick-fat']","{'hp': 90, 'attack': 93, 'defense': 55, 'special-attack': 70, 'special-defense': 55, 'speed': 55}"
500,emboar,16,1500,238,"['fire', 'fighting']","['blaze', 'reckless']","{'hp': 110, 'attack': 123, 'defense': 65, 'special-attack': 100, 'special-defense': 65, 'speed': 65}"
501,oshawott,5,59,62,['water'],"['torrent', 'shell-armor']","{'hp': 55, 'attack': 55, 'defense': 45, 'special-attack': 63, 'special-defense': 45, 'speed': 45}"
502,dewott,8,245,145,['water'],"['torrent', 'shell-armor']","{'hp': 75, 'attack': 75, 'defense': 60, 'special-attack': 83, 'special-defense': 60, 'speed': 60}"
503,samurott,15,946,238,['water'],"['torrent', 'shell-armor']","{'hp': 95, 'attack': 100, 'defense': 85, 'special-attack': 108, 'special-defense': 70, 'speed': 70}"
504,patrat,5,116,51,['normal'],"['run-away', 'keen-eye', 'analytic']","{'hp': 45, 'attack': 55, 'defense': 39, 'special-attack': 35, 'special-defense': 39, 'speed': 42}"
505,watchog,11,270,147,['normal'],"['illuminate', 'keen-eye', 'analytic']","{'hp': 60, 'attack': 85, 'defense': 69, 'special-attack': 60, 'special-defense': 69, 'speed': 77}"
506,lillipup,4,41,55,['normal'],"['vital-spirit', 'pickup', 'run-away']","{'hp': 45, 'attack': 60, 'defense': 45, 'special-attack': 25, 'special-defense': 45, 'speed': 55}"
507,herdier,9,147,130,['normal'],"['intimidate', 'sand-rush', 'scrappy']","{'hp': 65, 'attack': 80, 'defense': 65, 'special-attack': 35, 'special-defense': 65, 'speed': 60}"
508,stoutland,12,610,225,['normal'],"['intimidate', 'sand-rush', 'scrappy']","{'hp': 85, 'attack': 110, 'defense': 90, 'special-attack': 45, 'special-defense': 90, 'speed': 80}"
509,purrloin,4,101,56,['dark'],"['limber', 'unburden', 'prankster']","{'hp': 41, 'attack': 50, 'defense': 37, 'special-attack': 50, 'special-defense': 37, 'speed': 66}"
510,liepard,11,375,156,['dark'],"['limber', 'unburden', 'prankster']","{'hp': 64, 'attack': 88, 'defense': 50, 'special-attack': 88, 'special-defense': 50, 'speed': 106}"
511,pansage,6,105,63,['grass'],"['gluttony', 'overgrow']","{'hp': 50, 'attack': 53, 'defense': 48, 'special-attack': 53, 'special-defense': 48, 'speed': 64}"
512,simisage,11,305,174,['grass'],"['gluttony', 'overgrow']","{'hp': 75, 'attack': 98, 'defense': 63, 'special-attack': 98, 'special-defense': 63, 'speed': 101}"
513,pansear,6,110,63,['fire'],"['gluttony', 'blaze']","{'hp': 50, 'attack': 53, 'defense': 48, 'special-attack': 53, 'special-defense': 48, 'speed': 64}"
514,simisear,10,280,174,['fire'],"['gluttony', 'blaze']","{'hp': 75, 'attack': 98, 'defense': 63, 'special-attack': 98, 'special-defense': 63, 'speed': 101}"
515,panpour,6,135,63,['water'],"['gluttony', 'torrent']","{'hp': 50, 'attack': 53, 'defense': 48, 'special-attack': 53, 'special-defense': 48, 'speed': 64}"
516,simipour,10,290,174,['water'],"['gluttony', 'torrent']","{'hp': 75, 'attack': 98, 'defense': 63, 'special-attack': 98, 'special-defense': 63, 'speed': 101}"
517,munna,6,233,58,['psychic'],"['forewarn', 'synchronize', 'telepathy']","{'hp': 76, 'attack': 25, 'defense': 45, 'special-attack': 67, 'special-defense': 55, 'speed': 24}"
518,musharna,11,605,170,['psychic'],"['forewarn', 'synchronize', 'telepathy']","{'hp': 116, 'attack': 55, 'defense': 85, 'special-attack': 107, 'special-defense': 95, 'speed': 29}"
519,pidove,3,21,53,"['normal', 'flying']","['big-pecks', 'super-luck', 'rivalry']","{'hp': 50, 'attack': 55, 'defense': 50, 'special-attack': 36, 'special-defense': 30, 'speed': 43}"
520,tranquill,6,150,125,"['normal', 'flying']","['big-pecks', 'super-luck', 'rivalry']","{'hp': 62, 'attack': 77, 'defense': 62, 'special-attack': 50, 'special-defense': 42, 'speed': 65}"
521,unfezant,12,290,220,"['normal', 'flying']","['big-pecks', 'super-luck', 'rivalry']","{'hp': 80, 'attack': 115, 'defense': 80, 'special-attack': 65, 'special-defense': 55, 'speed': 93}"
522,blitzle,8,298,59,['electric'],"['lightning-rod', 'motor-drive', 'sap-sipper']","{'hp': 45, 'attack': 60, 'defense': 32, 'special-attack': 50, 'special-defense': 32, 'speed': 76}"
523,zebstrika,16,795,174,['electric'],"['lightning-rod', 'motor-drive', 'sap-sipper']","{'hp': 75, 'attack': 100, 'defense': 63, 'special-attack': 80, 'special-defense': 63, 'speed': 116}"
524,roggenrola,4,180,56,['rock'],"['sturdy', 'weak-armor', 'sand-force']","{'hp': 55, 'attack': 75, 'defense': 85, 'special-attack': 25, 'special-defense': 25, 'speed': 15}"
525,boldore,9,1020,137,['rock'],"['sturdy', 'weak-armor', 'sand-force']","{'hp': 70, 'attack': 105, 'defense': 105, 'special-attack': 50, 'special-defense': 40, 'speed': 20}"
526,gigalith,17,2600,232,['rock'],"['sturdy', 'sand-stream', 'sand-force']","{'hp': 85, 'attack': 135, 'defense': 130, 'special-attack': 60, 'special-defense': 80, 'speed': 25}"
527,woobat,4,21,65,"['psychic', 'flying']","['unaware', 'klutz', 'simple']","{'hp': 65, 'attack': 45, 'defense': 43, 'special-attack': 55, 'special-defense': 43, 'speed': 72}"
528,swoobat,9,105,149,"['psychic', 'flying']","['unaware', 'klutz', 'simple']","{'hp': 67, 'attack': 57, 'defense': 55, 'special-attack': 77, 'special-defense': 55, 'speed': 114}"
529,drilbur,3,85,66,['ground'],"['sand-rush', 'sand-force', 'mold-breaker']","{'hp': 60, 'attack': 85, 'defense': 40, 'special-attack': 30, 'special-defense': 45, 'speed': 68}"
530,excadrill,7,404,178,"['ground', 'steel']","['sand-rush', 'sand-force', 'mold-breaker']","{'hp': 110, 'attack': 135, 'defense': 60, 'special-attack': 50, 'special-defense': 65, 'speed': 88}"
531,audino,11,310,390,['normal'],"['healer', 'regenerator', 'klutz']","{'hp': 103, 'attack': 60, 'defense': 86, 'special-attack': 60, 'special-defense': 86, 'speed': 50}"
532,timburr,6,125,61,['fighting'],"['guts', 'sheer-force', 'iron-fist']","{'hp': 75, 'attack': 80, 'defense': 55, 'special-attack': 25, 'special-defense': 35, 'speed': 35}"
533,gurdurr,12,400,142,['fighting'],"['guts', 'sheer-force', 'iron-fist']","{'hp': 85, 'attack': 105, 'defense': 85, 'special-attack': 40, 'special-defense': 50, 'speed': 40}"
534,conkeldurr,14,870,227,['fighting'],"['guts', 'sheer-force', 'iron-fist']","{'hp': 105, 'attack': 140, 'defense': 95, 'special-attack': 55, 'special-defense': 65, 'speed': 45}"
535,tympole,5,45,59,['water'],"['swift-swim', 'hydration', 'water-absorb']","{'hp': 50, 'attack': 50, 'defense': 40, 'special-attack': 50, 'special-defense': 40, 'speed': 64}"
536,palpitoad,8,170,134,"['water', 'ground']","['swift-swim', 'hydration', 'water-absorb']","{'hp': 75, 'attack': 65, 'defense': 55, 'special-attack': 65, 'special-defense': 55, 'speed': 69}"
537,seismitoad,15,620,229,"['water', 'ground']","['swift-swim', 'poison-touch', 'water-absorb']","{'hp': 105, 'attack': 95, 'defense': 75, 'special-attack': 85, 'special-defense': 75, 'speed': 74}"
538,throh,13,555,163,['fighting'],"['guts', 'inner-focus', 'mold-breaker']","{'hp': 120, 'attack': 100, 'defense': 85, 'special-attack': 30, 'special-defense': 85, 'speed': 45}"
539,sawk,14,510,163,['fighting'],"['sturdy', 'inner-focus', 'mold-breaker']","{'hp': 75, 'attack': 125, 'defense': 75, 'special-attack': 30, 'special-defense': 75, 'speed': 85}"
540,sewaddle,3,25,62,"['bug', 'grass']","['swarm', 'chlorophyll', 'overcoat']","{'hp': 45, 'attack': 53, 'defense': 70, 'special-attack': 40, 'special-defense': 60, 'speed': 42}"
541,swadloon,5,73,133,"['bug', 'grass']","['leaf-guard', 'chlorophyll', 'overcoat']","{'hp': 55, 'attack': 63, 'defense': 90, 'special-attack': 50, 'special-defense': 80, 'speed': 42}"
542,leavanny,12,205,225,"['bug', 'grass']","['swarm', 'chlorophyll', 'overcoat']","{'hp': 75, 'attack': 103, 'defense': 80, 'special-attack': 70, 'special-defense': 80, 'speed': 92}"
543,venipede,4,53,52,"['bug', 'poison']","['poison-point', 'swarm', 'speed-boost']","{'hp': 30, 'attack': 45, 'defense': 59, 'special-attack': 30, 'special-defense': 39, 'speed': 57}"
544,whirlipede,12,585,126,"['bug', 'poison']","['poison-point', 'swarm', 'speed-boost']","{'hp': 40, 'attack': 55, 'defense': 99, 'special-attack': 40, 'special-defense': 79, 'speed': 47}"
545,scolipede,25,2005,218,"['bug', 'poison']","['poison-point', 'swarm', 'speed-boost']","{'hp': 60, 'attack': 100, 'defense': 89, 'special-attack': 55, 'special-defense': 69, 'speed': 112}"
546,cottonee,3,6,56,"['grass', 'fairy']","['prankster', 'infiltrator', 'chlorophyll']","{'hp': 40, 'attack': 27, 'defense': 60, 'special-attack': 37, 'special-defense': 50, 'speed': 66}"
547,whimsicott,7,66,168,"['grass', 'fairy']","['prankster', 'infiltrator', 'chlorophyll']","{'hp': 60, 'attack': 67, 'defense': 85, 'special-attack': 77, 'special-defense': 75, 'speed': 116}"
548,petilil,5,66,56,['grass'],"['chlorophyll', 'own-tempo', 'leaf-guard']","{'hp': 45, 'attack': 35, 'defense': 50, 'special-attack': 70, 'special-defense': 50, 'speed': 30}"
549,lilligant,11,163,168,['grass'],"['chlorophyll', 'own-tempo', 'leaf-guard']","{'hp': 70, 'attack': 60, 'defense': 75, 'special-attack': 110, 'special-defense': 75, 'speed': 90}"
550,basculin-red-striped,10,180,161,['water'],"['reckless', 'adaptability', 'mold-breaker']","{'hp': 70, 'attack': 92, 'defense': 65, 'special-attack': 80, 'special-defense': 55, 'speed': 98}"
551,sandile,7,152,58,"['ground', 'dark']","['intimidate', 'moxie', 'anger-point']","{'hp': 50, 'attack': 72, 'defense': 35, 'special-attack': 35, 'special-defense': 35, 'speed': 65}"
552,krokorok,10,334,123,"['ground', 'dark']","['intimidate', 'moxie', 'anger-point']","{'hp': 60, 'attack': 82, 'defense': 45, 'special-attack': 45, 'special-defense': 45, 'speed': 74}"
553,krookodile,15,963,234,"['ground', 'dark']","['intimidate', 'moxie', 'anger-point']","{'hp': 95, 'attack': 117, 'defense': 80, 'special-attack': 65, 'special-defense': 70, 'speed': 92}"
554,darumaka,6,375,63,['fire'],"['hustle', 'inner-focus']","{'hp': 70, 'attack': 90, 'defense': 45, 'special-attack': 15, 'special-defense': 45, 'speed': 50}"
555,darmanitan-standard,13,929,168,['fire'],"['sheer-force', 'zen-mode']","{'hp': 105, 'attack': 140, 'defense': 55, 'special-attack': 30, 'special-defense': 55, 'speed': 95}"
556,maractus,10,280,161,['grass'],"['water-absorb', 'chlorophyll', 'storm-drain']","{'hp': 75, 'attack': 86, 'defense': 67, 'special-attack': 106, 'special-defense': 67, 'speed': 60}"
557,dwebble,3,145,65,"['bug', 'rock']","['sturdy', 'shell-armor', 'weak-armor']","{'hp': 50, 'attack': 65, 'defense': 85, 'special-attack': 35, 'special-defense': 35, 'speed': 55}"
558,crustle,14,2000,170,"['bug', 'rock']","['sturdy', 'shell-armor', 'weak-armor']","{'hp': 70, 'attack': 105, 'defense': 125, 'special-attack': 65, 'special-defense': 75, 'speed': 45}"
559,scraggy,6,118,70,"['dark', 'fighting']","['shed-skin', 'moxie', 'intimidate']","{'hp': 50, 'attack': 75, 'defense': 70, 'special-attack': 35, 'special-defense': 70, 'speed': 48}"
560,scrafty,11,300,171,"['dark', 'fighting']","['shed-skin', 'moxie', 'intimidate']","{'hp': 65, 'attack': 90, 'defense': 115, 'special-attack': 45, 'special-defense': 115, 'speed': 58}"
561,sigilyph,14,140,172,"['psychic', 'flying']","['wonder-skin', 'magic-guard', 'tinted-lens']","{'hp': 72, 'attack': 58, 'defense': 80, 'special-attack': 103, 'special-defense': 80, 'speed': 97}"
562,yamask,5,15,61,['ghost'],['mummy'],"{'hp': 38, 'attack': 30, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 30}"
563,cofagrigus,17,765,169,['ghost'],['mummy'],"{'hp': 58, 'attack': 50, 'defense': 145, 'special-attack': 95, 'special-defense': 105, 'speed': 30}"
564,tirtouga,7,165,71,"['water', 'rock']","['solid-rock', 'sturdy', 'swift-swim']","{'hp': 54, 'attack': 78, 'defense': 103, 'special-attack': 53, 'special-defense': 45, 'speed': 22}"
565,carracosta,12,810,173,"['water', 'rock']","['solid-rock', 'sturdy', 'swift-swim']","{'hp': 74, 'attack': 108, 'defense': 133, 'special-attack': 83, 'special-defense': 65, 'speed': 32}"
566,archen,5,95,71,"['rock', 'flying']",['defeatist'],"{'hp': 55, 'attack': 112, 'defense': 45, 'special-attack': 74, 'special-defense': 45, 'speed': 70}"
567,archeops,14,320,177,"['rock', 'flying']",['defeatist'],"{'hp': 75, 'attack': 140, 'defense': 65, 'special-attack': 112, 'special-defense': 65, 'speed': 110}"
568,trubbish,6,310,66,['poison'],"['stench', 'sticky-hold', 'aftermath']","{'hp': 50, 'attack': 50, 'defense': 62, 'special-attack': 40, 'special-defense': 62, 'speed': 65}"
569,garbodor,19,1073,166,['poison'],"['stench', 'weak-armor', 'aftermath']","{'hp': 80, 'attack': 95, 'defense': 82, 'special-attack': 60, 'special-defense': 82, 'speed': 75}"
570,zorua,7,125,66,['dark'],['illusion'],"{'hp': 40, 'attack': 65, 'defense': 40, 'special-attack': 80, 'special-defense': 40, 'speed': 65}"
571,zoroark,16,811,179,['dark'],['illusion'],"{'hp': 60, 'attack': 105, 'defense': 60, 'special-attack': 120, 'special-defense': 60, 'speed': 105}"
572,minccino,4,58,60,['normal'],"['cute-charm', 'technician', 'skill-link']","{'hp': 55, 'attack': 50, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 75}"
573,cinccino,5,75,165,['normal'],"['cute-charm', 'technician', 'skill-link']","{'hp': 75, 'attack': 95, 'defense': 60, 'special-attack': 65, 'special-defense': 60, 'speed': 115}"
574,gothita,4,58,58,['psychic'],"['frisk', 'competitive', 'shadow-tag']","{'hp': 45, 'attack': 30, 'defense': 50, 'special-attack': 55, 'special-defense': 65, 'speed': 45}"
575,gothorita,7,180,137,['psychic'],"['frisk', 'competitive', 'shadow-tag']","{'hp': 60, 'attack': 45, 'defense': 70, 'special-attack': 75, 'special-defense': 85, 'speed': 55}"
576,gothitelle,15,440,221,['psychic'],"['frisk', 'competitive', 'shadow-tag']","{'hp': 70, 'attack': 55, 'defense': 95, 'special-attack': 95, 'special-defense': 110, 'speed': 65}"
577,solosis,3,10,58,['psychic'],"['overcoat', 'magic-guard', 'regenerator']","{'hp': 45, 'attack': 30, 'defense': 40, 'special-attack': 105, 'special-defense': 50, 'speed': 20}"
578,duosion,6,80,130,['psychic'],"['overcoat', 'magic-guard', 'regenerator']","{'hp': 65, 'attack': 40, 'defense': 50, 'special-attack': 125, 'special-defense': 60, 'speed': 30}"
579,reuniclus,10,201,221,['psychic'],"['overcoat', 'magic-guard', 'regenerator']","{'hp': 110, 'attack': 65, 'defense': 75, 'special-attack': 125, 'special-defense': 85, 'speed': 30}"
580,ducklett,5,55,61,"['water', 'flying']","['keen-eye', 'big-pecks', 'hydration']","{'hp': 62, 'attack': 44, 'defense': 50, 'special-attack': 44, 'special-defense': 50, 'speed': 55}"
581,swanna,13,242,166,"['water', 'flying']","['keen-eye', 'big-pecks', 'hydration']","{'hp': 75, 'attack': 87, 'defense': 63, 'special-attack': 87, 'special-defense': 63, 'speed': 98}"
582,vanillite,4,57,61,['ice'],"['ice-body', 'snow-cloak', 'weak-armor']","{'hp': 36, 'attack': 50, 'defense': 50, 'special-attack': 65, 'special-defense': 60, 'speed': 44}"
583,vanillish,11,410,138,['ice'],"['ice-body', 'snow-cloak', 'weak-armor']","{'hp': 51, 'attack': 65, 'defense': 65, 'special-attack': 80, 'special-defense': 75, 'speed': 59}"
584,vanilluxe,13,575,241,['ice'],"['ice-body', 'snow-warning', 'weak-armor']","{'hp': 71, 'attack': 95, 'defense': 85, 'special-attack': 110, 'special-defense': 95, 'speed': 79}"
585,deerling,6,195,67,"['normal', 'grass']","['chlorophyll', 'sap-sipper', 'serene-grace']","{'hp': 60, 'attack': 60, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 75}"
586,sawsbuck,19,925,166,"['normal', 'grass']","['chlorophyll', 'sap-sipper', 'serene-grace']","{'hp': 80, 'attack': 100, 'defense': 70, 'special-attack': 60, 'special-defense': 70, 'speed': 95}"
587,emolga,4,50,150,"['electric', 'flying']","['static', 'motor-drive']","{'hp': 55, 'attack': 75, 'defense': 60, 'special-attack': 75, 'special-defense': 60, 'speed': 103}"
588,karrablast,5,59,63,['bug'],"['swarm', 'shed-skin', 'no-guard']","{'hp': 50, 'attack': 75, 'defense': 45, 'special-attack': 40, 'special-defense': 45, 'speed': 60}"
589,escavalier,10,330,173,"['bug', 'steel']","['swarm', 'shell-armor', 'overcoat']","{'hp': 70, 'attack': 135, 'defense': 105, 'special-attack': 60, 'special-defense': 105, 'speed': 20}"
590,foongus,2,10,59,"['grass', 'poison']","['effect-spore', 'regenerator']","{'hp': 69, 'attack': 55, 'defense': 45, 'special-attack': 55, 'special-defense': 55, 'speed': 15}"
591,amoonguss,6,105,162,"['grass', 'poison']","['effect-spore', 'regenerator']","{'hp': 114, 'attack': 85, 'defense': 70, 'special-attack': 85, 'special-defense': 80, 'speed': 30}"
592,frillish,12,330,67,"['water', 'ghost']","['water-absorb', 'cursed-body', 'damp']","{'hp': 55, 'attack': 40, 'defense': 50, 'special-attack': 65, 'special-defense': 85, 'speed': 40}"
593,jellicent,22,1350,168,"['water', 'ghost']","['water-absorb', 'cursed-body', 'damp']","{'hp': 100, 'attack': 60, 'defense': 70, 'special-attack': 85, 'special-defense': 105, 'speed': 60}"
594,alomomola,12,316,165,['water'],"['healer', 'hydration', 'regenerator']","{'hp': 165, 'attack': 75, 'defense': 80, 'special-attack': 40, 'special-defense': 45, 'speed': 65}"
595,joltik,1,6,64,"['bug', 'electric']","['compound-eyes', 'unnerve', 'swarm']","{'hp': 50, 'attack': 47, 'defense': 50, 'special-attack': 57, 'special-defense': 50, 'speed': 65}"
596,galvantula,8,143,165,"['bug', 'electric']","['compound-eyes', 'unnerve', 'swarm']","{'hp': 70, 'attack': 77, 'defense': 60, 'special-attack': 97, 'special-defense': 60, 'speed': 108}"
597,ferroseed,6,188,61,"['grass', 'steel']",['iron-barbs'],"{'hp': 44, 'attack': 50, 'defense': 91, 'special-attack': 24, 'special-defense': 86, 'speed': 10}"
598,ferrothorn,10,1100,171,"['grass', 'steel']","['iron-barbs', 'anticipation']","{'hp': 74, 'attack': 94, 'defense': 131, 'special-attack': 54, 'special-defense': 116, 'speed': 20}"
599,klink,3,210,60,['steel'],"['plus', 'minus', 'clear-body']","{'hp': 40, 'attack': 55, 'defense': 70, 'special-attack': 45, 'special-defense': 60, 'speed': 30}"
